"Date","Price","Open","High","Low","Vol.","Change %"
"08/25/2023","793.00","793.00","793.00","793.00","","-0.50%"
"08/24/2023","797.00","797.00","797.00","797.00","","-0.62%"
"08/23/2023","802.00","802.00","802.00","802.00","","-0.25%"
"08/22/2023","804.00","804.00","804.00","804.00","","0.25%"
"08/21/2023","802.00","802.00","802.00","802.00","","-0.12%"
"08/18/2023","803.00","803.00","803.00","803.00","","-0.74%"
"08/17/2023","809.00","809.00","809.00","809.00","","0.37%"
"08/16/2023","806.00","806.00","806.00","806.00","","1.00%"
"08/15/2023","798.00","798.00","798.00","798.00","","-0.37%"
"08/14/2023","801.00","801.00","801.00","801.00","","-0.12%"
"08/11/2023","802.00","802.00","802.00","802.00","","0.38%"
"08/10/2023","799.00","799.00","799.00","799.00","","0.00%"
"08/09/2023","799.00","799.00","799.00","799.00","","-0.13%"
"08/08/2023","800.00","800.00","800.00","800.00","","0.25%"
"08/07/2023","798.00","798.00","798.00","798.00","","-0.25%"
"08/04/2023","800.00","800.00","800.00","800.00","","-1.23%"
"08/03/2023","810.00","810.00","810.00","810.00","","-1.34%"
"08/02/2023","821.00","821.00","821.00","821.00","","-2.26%"
"08/01/2023","840.00","840.00","840.00","840.00","","-1.29%"
"07/31/2023","851.00","851.00","851.00","851.00","","-2.52%"
"07/28/2023","873.00","873.00","873.00","873.00","","-0.91%"
"07/27/2023","881.00","881.00","881.00","881.00","","-2.00%"
"07/26/2023","899.00","899.00","899.00","899.00","","-1.21%"
"07/25/2023","910.00","910.00","910.00","910.00","","-2.05%"
"07/24/2023","929.00","929.00","929.00","929.00","","-1.17%"
"07/21/2023","940.00","940.00","940.00","940.00","","-0.74%"
"07/20/2023","947.00","947.00","947.00","947.00","","-1.56%"
"07/19/2023","962.00","962.00","962.00","962.00","","-1.33%"
"07/18/2023","975.00","975.00","975.00","975.00","","0.52%"
"07/17/2023","970.00","970.00","970.00","970.00","","1.15%"
"07/14/2023","959.00","959.00","959.00","959.00","","3.23%"
"07/13/2023","929.00","929.00","929.00","929.00","","0.87%"
"07/12/2023","921.00","921.00","921.00","921.00","","-0.22%"
"07/11/2023","923.00","923.00","923.00","923.00","","-0.22%"
"07/10/2023","925.00","925.00","925.00","925.00","","-0.96%"
"07/07/2023","934.00","934.00","934.00","934.00","","-1.16%"
"07/06/2023","945.00","945.00","945.00","945.00","","-2.98%"
"07/05/2023","974.00","974.00","974.00","974.00","","-1.42%"
"07/04/2023","988.00","988.00","988.00","988.00","","-1.50%"
"07/03/2023","1,003.00","1,003.00","1,003.00","1,003.00","","-1.08%"
"06/30/2023","1,014.00","1,014.00","1,014.00","1,014.00","","0.60%"
"06/29/2023","1,008.00","1,008.00","1,008.00","1,008.00","","-0.88%"
"06/28/2023","1,017.00","1,017.00","1,017.00","1,017.00","","-2.77%"
"06/27/2023","1,046.00","1,046.00","1,046.00","1,046.00","","-1.13%"
"06/26/2023","1,058.00","1,058.00","1,058.00","1,058.00","","-1.12%"
"06/23/2023","1,070.00","1,070.00","1,070.00","1,070.00","","-2.99%"
"06/22/2023","1,103.00","1,103.00","1,103.00","1,103.00","","-3.33%"
"06/21/2023","1,141.00","1,141.00","1,141.00","1,141.00","","-3.39%"
"06/20/2023","1,181.00","1,181.00","1,181.00","1,181.00","","-0.25%"
"06/19/2023","1,184.00","1,184.00","1,184.00","1,184.00","","0.77%"
"06/16/2023","1,175.00","1,175.00","1,175.00","1,175.00","","2.35%"
"06/15/2023","1,148.00","1,148.00","1,148.00","1,148.00","","0.70%"
"06/14/2023","1,140.00","1,140.00","1,140.00","1,140.00","","2.61%"
"06/13/2023","1,111.00","1,111.00","1,111.00","1,111.00","","2.30%"
"06/12/2023","1,086.00","1,086.00","1,086.00","1,086.00","","3.53%"
"06/09/2023","1,049.00","1,049.00","1,049.00","1,049.00","","0.96%"
"06/08/2023","1,039.00","1,039.00","1,039.00","1,039.00","","0.00%"
"06/07/2023","1,039.00","1,039.00","1,039.00","1,039.00","","0.29%"
"06/06/2023","1,036.00","1,036.00","1,036.00","1,036.00","","-0.48%"
"06/05/2023","1,041.00","1,041.00","1,041.00","1,041.00","","-2.53%"
"06/02/2023","1,068.00","1,068.00","1,068.00","1,068.00","","-2.11%"
"06/01/2023","1,091.00","1,091.00","1,091.00","1,091.00","","-1.27%"
"05/31/2023","1,105.00","1,105.00","1,105.00","1,105.00","","-1.69%"
"05/30/2023","1,124.00","1,124.00","1,124.00","1,124.00","","-2.77%"
"05/26/2023","1,156.00","1,156.00","1,156.00","1,156.00","","-6.62%"
"05/25/2023","1,238.00","1,238.00","1,238.00","1,238.00","","-1.51%"
"05/24/2023","1,257.00","1,257.00","1,257.00","1,257.00","","-0.87%"
"05/23/2023","1,268.00","1,268.00","1,268.00","1,268.00","","-0.63%"
"05/22/2023","1,276.00","1,276.00","1,276.00","1,276.00","","-2.30%"
"05/19/2023","1,306.00","1,306.00","1,306.00","1,306.00","","-0.46%"
"05/18/2023","1,312.00","1,312.00","1,312.00","1,312.00","","-0.46%"
"05/17/2023","1,318.00","1,318.00","1,318.00","1,318.00","","1.46%"
"05/16/2023","1,299.00","1,299.00","1,299.00","1,299.00","","1.48%"
"05/15/2023","1,280.00","1,280.00","1,280.00","1,280.00","","2.24%"
"05/12/2023","1,252.00","1,252.00","1,252.00","1,252.00","","2.79%"
"05/11/2023","1,218.00","1,218.00","1,218.00","1,218.00","","5.09%"
"05/10/2023","1,159.00","1,159.00","1,159.00","1,159.00","","7.31%"
"05/09/2023","1,080.00","1,080.00","1,080.00","1,080.00","","0.75%"
"05/05/2023","1,072.00","1,072.00","1,072.00","1,072.00","","-0.46%"
"05/04/2023","1,077.00","1,077.00","1,077.00","1,077.00","","1.51%"
"05/03/2023","1,061.00","1,061.00","1,061.00","1,061.00","","2.71%"
"05/02/2023","1,033.00","1,033.00","1,033.00","1,033.00","","-1.24%"
"04/28/2023","1,046.00","1,046.00","1,046.00","1,046.00","","-0.66%"
"04/27/2023","1,053.00","1,053.00","1,053.00","1,053.00","","-1.40%"
"04/26/2023","1,068.00","1,068.00","1,068.00","1,068.00","","-4.47%"
"04/25/2023","1,118.00","1,118.00","1,118.00","1,118.00","","-1.67%"
"04/24/2023","1,137.00","1,137.00","1,137.00","1,137.00","","-0.79%"
"04/21/2023","1,146.00","1,146.00","1,146.00","1,146.00","","0.00%"
"04/20/2023","1,146.00","1,146.00","1,146.00","1,146.00","","-2.39%"
"04/19/2023","1,174.00","1,174.00","1,174.00","1,174.00","","-1.92%"
"04/18/2023","1,197.00","1,197.00","1,197.00","1,197.00","","-1.80%"
"04/17/2023","1,219.00","1,219.00","1,219.00","1,219.00","","-1.85%"
"04/14/2023","1,242.00","1,242.00","1,242.00","1,242.00","","-1.11%"
"04/13/2023","1,256.00","1,256.00","1,256.00","1,256.00","","-1.57%"
"04/12/2023","1,276.00","1,276.00","1,276.00","1,276.00","","-1.47%"
"04/11/2023","1,295.00","1,295.00","1,295.00","1,295.00","","-1.82%"
"04/06/2023","1,319.00","1,319.00","1,319.00","1,319.00","","-0.98%"
"04/05/2023","1,332.00","1,332.00","1,332.00","1,332.00","","-0.15%"
"04/04/2023","1,334.00","1,334.00","1,334.00","1,334.00","","-2.13%"
"04/03/2023","1,363.00","1,363.00","1,363.00","1,363.00","","-4.55%"
"03/31/2023","1,428.00","1,428.00","1,428.00","1,428.00","","-3.58%"
"03/30/2023","1,481.00","1,481.00","1,481.00","1,481.00","","-1.79%"
"03/29/2023","1,508.00","1,508.00","1,508.00","1,508.00","","-2.39%"
"03/28/2023","1,545.00","1,545.00","1,545.00","1,545.00","","-2.65%"
"03/27/2023","1,587.00","1,587.00","1,587.00","1,587.00","","-2.16%"
"03/24/2023","1,622.00","1,622.00","1,622.00","1,622.00","","-1.22%"
"03/23/2023","1,642.00","1,642.00","1,642.00","1,642.00","","-0.36%"
"03/22/2023","1,648.00","1,648.00","1,648.00","1,648.00","","0.37%"
"03/21/2023","1,642.00","1,642.00","1,642.00","1,642.00","","1.92%"
"03/20/2023","1,611.00","1,611.00","1,611.00","1,611.00","","2.03%"
"03/17/2023","1,579.00","1,579.00","1,579.00","1,579.00","","2.47%"
"03/16/2023","1,541.00","1,541.00","1,541.00","1,541.00","","1.65%"
"03/15/2023","1,516.00","1,516.00","1,516.00","1,516.00","","2.43%"
"03/14/2023","1,480.00","1,480.00","1,480.00","1,480.00","","0.14%"
"03/13/2023","1,478.00","1,478.00","1,478.00","1,478.00","","-0.61%"
"03/10/2023","1,487.00","1,487.00","1,487.00","1,487.00","","-1.59%"
"03/09/2023","1,511.00","1,511.00","1,511.00","1,511.00","","1.07%"
"03/08/2023","1,495.00","1,495.00","1,495.00","1,495.00","","0.54%"
"03/07/2023","1,487.00","1,487.00","1,487.00","1,487.00","","0.13%"
"03/06/2023","1,485.00","1,485.00","1,485.00","1,485.00","","0.13%"
"03/03/2023","1,483.00","1,483.00","1,483.00","1,483.00","","0.75%"
"03/02/2023","1,472.00","1,472.00","1,472.00","1,472.00","","1.17%"
"03/01/2023","1,455.00","1,455.00","1,455.00","1,455.00","","2.90%"
"02/28/2023","1,414.00","1,414.00","1,414.00","1,414.00","","3.74%"
"02/27/2023","1,363.00","1,363.00","1,363.00","1,363.00","","1.87%"
"02/24/2023","1,338.00","1,338.00","1,338.00","1,338.00","","1.06%"
"02/23/2023","1,324.00","1,324.00","1,324.00","1,324.00","","1.53%"
"02/22/2023","1,304.00","1,304.00","1,304.00","1,304.00","","-0.15%"
"02/21/2023","1,306.00","1,306.00","1,306.00","1,306.00","","2.19%"
"02/20/2023","1,278.00","1,278.00","1,278.00","1,278.00","","1.35%"
"02/17/2023","1,261.00","1,261.00","1,261.00","1,261.00","","1.37%"
"02/16/2023","1,244.00","1,244.00","1,244.00","1,244.00","","2.64%"
"02/15/2023","1,212.00","1,212.00","1,212.00","1,212.00","","0.75%"
"02/14/2023","1,203.00","1,203.00","1,203.00","1,203.00","","-0.08%"
"02/13/2023","1,204.00","1,204.00","1,204.00","1,204.00","","-0.17%"
"02/10/2023","1,206.00","1,206.00","1,206.00","1,206.00","","0.08%"
"02/09/2023","1,205.00","1,205.00","1,205.00","1,205.00","","-0.66%"
"02/08/2023","1,213.00","1,213.00","1,213.00","1,213.00","","-0.41%"
"02/07/2023","1,218.00","1,218.00","1,218.00","1,218.00","","-0.49%"
"02/06/2023","1,224.00","1,224.00","1,224.00","1,224.00","","-1.21%"
"02/03/2023","1,239.00","1,239.00","1,239.00","1,239.00","","-1.35%"
"02/02/2023","1,256.00","1,256.00","1,256.00","1,256.00","","-0.32%"
"02/01/2023","1,260.00","1,260.00","1,260.00","1,260.00","","-1.18%"
"01/31/2023","1,275.00","1,275.00","1,275.00","1,275.00","","-2.07%"
"01/30/2023","1,302.00","1,302.00","1,302.00","1,302.00","","-1.59%"
"01/27/2023","1,323.00","1,323.00","1,323.00","1,323.00","","-0.97%"
"01/26/2023","1,336.00","1,336.00","1,336.00","1,336.00","","-1.26%"
"01/25/2023","1,353.00","1,353.00","1,353.00","1,353.00","","-2.24%"
"01/24/2023","1,384.00","1,384.00","1,384.00","1,384.00","","-1.91%"
"01/23/2023","1,411.00","1,411.00","1,411.00","1,411.00","","-0.28%"
"01/20/2023","1,415.00","1,415.00","1,415.00","1,415.00","","0.21%"
"01/19/2023","1,412.00","1,412.00","1,412.00","1,412.00","","-0.63%"
"01/18/2023","1,421.00","1,421.00","1,421.00","1,421.00","","-0.42%"
"01/17/2023","1,427.00","1,427.00","1,427.00","1,427.00","","-1.25%"
"01/16/2023","1,445.00","1,445.00","1,445.00","1,445.00","","0.00%"
"01/13/2023","1,445.00","1,445.00","1,445.00","1,445.00","","0.28%"
"01/12/2023","1,441.00","1,441.00","1,441.00","1,441.00","","0.98%"
"01/11/2023","1,427.00","1,427.00","1,427.00","1,427.00","","0.28%"
"01/10/2023","1,423.00","1,423.00","1,423.00","1,423.00","","2.23%"
"01/09/2023","1,392.00","1,392.00","1,392.00","1,392.00","","0.07%"
"01/06/2023","1,391.00","1,391.00","1,391.00","1,391.00","","-0.36%"
"01/05/2023","1,396.00","1,396.00","1,396.00","1,396.00","","-2.38%"
"01/04/2023","1,430.00","1,430.00","1,430.00","1,430.00","","-2.39%"
"01/03/2023","1,465.00","1,465.00","1,465.00","1,465.00","","-21.78%"
"12/23/2022","1,873.00","1,873.00","1,873.00","1,873.00","","-0.74%"
"12/22/2022","1,887.00","1,887.00","1,887.00","1,887.00","","-1.77%"
"12/21/2022","1,921.00","1,921.00","1,921.00","1,921.00","","-1.54%"
"12/20/2022","1,951.00","1,951.00","1,951.00","1,951.00","","-4.50%"
"12/19/2022","2,043.00","2,043.00","2,043.00","2,043.00","","-1.68%"
"12/16/2022","2,078.00","2,078.00","2,078.00","2,078.00","","-0.67%"
"12/15/2022","2,092.00","2,092.00","2,092.00","2,092.00","","0.63%"
"12/14/2022","2,079.00","2,079.00","2,079.00","2,079.00","","-0.34%"
"12/13/2022","2,086.00","2,086.00","2,086.00","2,086.00","","-0.95%"
"12/12/2022","2,106.00","2,106.00","2,106.00","2,106.00","","-0.19%"
"12/09/2022","2,110.00","2,110.00","2,110.00","2,110.00","","1.01%"
"12/08/2022","2,089.00","0.00","0.00","0.00","","-0.29%"
"12/07/2022","2,095.00","2,095.00","2,095.00","2,095.00","","-0.80%"
"12/06/2022","2,112.00","2,112.00","2,112.00","2,112.00","","-3.83%"
"12/05/2022","2,196.00","2,196.00","2,196.00","2,196.00","","-1.08%"
"12/02/2022","2,220.00","2,220.00","2,220.00","2,220.00","","-1.77%"
"12/01/2022","2,260.00","2,260.00","2,260.00","2,260.00","","-3.95%"
"11/30/2022","2,353.00","2,353.00","2,353.00","2,353.00","","-3.29%"
"11/29/2022","2,433.00","2,433.00","2,433.00","2,433.00","","-1.42%"
"11/28/2022","2,468.00","2,468.00","2,468.00","2,468.00","","-1.04%"
"11/25/2022","2,494.00","2,494.00","2,494.00","2,494.00","","0.28%"
"11/24/2022","2,487.00","2,487.00","2,487.00","2,487.00","","-0.32%"
"11/23/2022","2,495.00","2,495.00","2,495.00","2,495.00","","-0.04%"
"11/22/2022","2,496.00","2,496.00","2,496.00","2,496.00","","1.50%"
"11/21/2022","2,459.00","2,459.00","2,459.00","2,459.00","","3.97%"
"11/18/2022","2,365.00","2,365.00","2,365.00","2,365.00","","7.65%"
"11/17/2022","2,197.00","2,197.00","2,197.00","2,197.00","","8.07%"
"11/16/2022","2,033.00","2,033.00","2,033.00","2,033.00","","3.67%"
"11/15/2022","1,961.00","1,961.00","1,961.00","1,961.00","","2.89%"
"11/14/2022","1,906.00","1,906.00","1,906.00","1,906.00","","0.63%"
"11/11/2022","1,894.00","1,894.00","1,894.00","1,894.00","","0.48%"
"11/10/2022","1,885.00","1,885.00","1,885.00","1,885.00","","0.59%"
"11/09/2022","1,874.00","1,874.00","1,874.00","1,874.00","","0.92%"
"11/08/2022","1,857.00","1,857.00","1,857.00","1,857.00","","0.81%"
"11/07/2022","1,842.00","1,842.00","1,842.00","1,842.00","","0.33%"
"11/04/2022","1,836.00","1,836.00","1,836.00","1,836.00","","0.44%"
"11/03/2022","1,828.00","1,828.00","1,828.00","1,828.00","","0.49%"
"11/02/2022","1,819.00","1,819.00","1,819.00","1,819.00","","0.44%"
"11/01/2022","1,811.00","1,811.00","1,811.00","1,811.00","","-0.88%"
"10/31/2022","1,827.00","1,827.00","1,827.00","1,827.00","","0.22%"
"10/28/2022","1,823.00","1,823.00","1,823.00","1,823.00","","0.39%"
"10/27/2022","1,816.00","1,816.00","1,816.00","1,816.00","","0.67%"
"10/26/2022","1,804.00","1,804.00","1,804.00","1,804.00","","0.61%"
"10/25/2022","1,793.00","1,793.00","1,793.00","1,793.00","","0.11%"
"10/24/2022","1,791.00","1,791.00","1,791.00","1,791.00","","3.11%"
"10/21/2022","1,737.00","1,737.00","1,737.00","1,737.00","","0.70%"
"10/20/2022","1,725.00","1,725.00","1,725.00","1,725.00","","0.88%"
"10/19/2022","1,710.00","1,710.00","1,710.00","1,710.00","","1.00%"
"10/18/2022","1,693.00","1,693.00","1,693.00","1,693.00","","4.44%"
"10/17/2022","1,621.00","1,621.00","1,621.00","1,621.00","","4.31%"
"10/14/2022","1,554.00","1,554.00","1,554.00","1,554.00","","2.64%"
"10/13/2022","1,514.00","1,514.00","1,514.00","1,514.00","","2.23%"
"10/12/2022","1,481.00","1,481.00","1,481.00","1,481.00","","1.09%"
"10/11/2022","1,465.00","1,465.00","1,465.00","1,465.00","","0.41%"
"10/10/2022","1,459.00","1,459.00","1,459.00","1,459.00","","-0.14%"
"10/07/2022","1,461.00","1,461.00","1,461.00","1,461.00","","0.00%"
"10/06/2022","1,461.00","1,461.00","1,461.00","1,461.00","","0.27%"
"10/05/2022","1,457.00","1,457.00","1,457.00","1,457.00","","-0.34%"
"10/04/2022","1,462.00","1,462.00","1,462.00","1,462.00","","-0.95%"
"10/03/2022","1,476.00","1,476.00","1,476.00","1,476.00","","-0.07%"
"09/30/2022","1,477.00","1,477.00","1,477.00","1,477.00","","-0.47%"
"09/29/2022","1,484.00","1,484.00","1,484.00","1,484.00","","-0.87%"
"09/28/2022","1,497.00","1,497.00","1,497.00","1,497.00","","-0.60%"
"09/27/2022","1,506.00","1,506.00","1,506.00","1,506.00","","-0.07%"
"09/26/2022","1,507.00","1,507.00","1,507.00","1,507.00","","0.60%"
"09/23/2022","1,498.00","1,498.00","1,498.00","1,498.00","","0.07%"
"09/22/2022","1,497.00","1,497.00","1,497.00","1,497.00","","-0.27%"
"09/21/2022","1,501.00","1,501.00","1,501.00","1,501.00","","-0.46%"
"09/20/2022","1,508.00","1,508.00","1,508.00","1,508.00","","1.07%"
"09/16/2022","1,492.00","1,492.00","1,492.00","1,492.00","","1.91%"
"09/15/2022","1,464.00","1,464.00","1,464.00","1,464.00","","0.21%"
"09/14/2022","1,461.00","1,461.00","1,461.00","1,461.00","","0.41%"
"09/13/2022","1,455.00","1,455.00","1,455.00","1,455.00","","1.11%"
"09/12/2022","1,439.00","1,439.00","1,439.00","1,439.00","","0.49%"
"09/09/2022","1,432.00","1,432.00","1,432.00","1,432.00","","1.13%"
"09/08/2022","1,416.00","1,416.00","1,416.00","1,416.00","","-0.28%"
"09/07/2022","1,420.00","1,420.00","1,420.00","1,420.00","","-1.32%"
"09/06/2022","1,439.00","1,439.00","1,439.00","1,439.00","","-2.18%"
"09/05/2022","1,471.00","1,471.00","1,471.00","1,471.00","","-1.21%"
"09/02/2022","1,489.00","1,489.00","1,489.00","1,489.00","","-1.00%"
"09/01/2022","1,504.00","1,504.00","1,504.00","1,504.00","","-0.53%"
"08/31/2022","1,512.00","1,512.00","1,512.00","1,512.00","","-0.92%"
"08/30/2022","1,526.00","1,526.00","1,526.00","1,526.00","","-1.80%"
"08/26/2022","1,554.00","1,554.00","1,554.00","1,554.00","","0.26%"
"08/25/2022","1,550.00","1,550.00","1,550.00","1,550.00","","0.52%"
"08/24/2022","1,542.00","1,542.00","1,542.00","1,542.00","","-0.45%"
"08/23/2022","1,549.00","1,549.00","1,549.00","1,549.00","","0.06%"
"08/22/2022","1,548.00","1,548.00","1,548.00","1,548.00","","-0.39%"
"08/19/2022","1,554.00","0.00","0.00","0.00","","0.06%"
"08/18/2022","1,553.00","1,553.00","1,553.00","1,553.00","","0.39%"
"08/17/2022","1,547.00","1,547.00","1,547.00","1,547.00","","2.11%"
"08/16/2022","1,515.00","1,515.00","1,515.00","1,515.00","","1.81%"
"08/15/2022","1,488.00","1,488.00","1,488.00","1,488.00","","0.88%"
"08/12/2022","1,475.00","1,475.00","1,475.00","1,475.00","","0.41%"
"08/11/2022","1,469.00","1,469.00","1,469.00","1,469.00","","0.41%"
"08/10/2022","1,463.00","1,463.00","1,463.00","1,463.00","","0.55%"
"08/09/2022","1,455.00","1,455.00","1,455.00","1,455.00","","0.28%"
"08/08/2022","1,451.00","1,451.00","1,451.00","1,451.00","","0.21%"
"08/05/2022","1,448.00","1,448.00","1,448.00","1,448.00","","0.77%"
"08/04/2022","1,437.00","1,437.00","1,437.00","1,437.00","","-1.17%"
"08/03/2022","1,454.00","1,454.00","1,454.00","1,454.00","","-1.36%"
"08/02/2022","1,474.00","1,474.00","1,474.00","1,474.00","","0.14%"
"08/01/2022","1,472.00","1,472.00","1,472.00","1,472.00","","0.41%"
"07/29/2022","1,466.00","1,466.00","1,466.00","1,466.00","","1.66%"
"07/28/2022","1,442.00","1,442.00","1,442.00","1,442.00","","-0.28%"
"07/27/2022","1,446.00","1,446.00","1,446.00","1,446.00","","-1.50%"
"07/26/2022","1,468.00","1,468.00","1,468.00","1,468.00","","-1.01%"
"07/25/2022","1,483.00","1,483.00","1,483.00","1,483.00","","-0.13%"
"07/22/2022","1,485.00","1,485.00","1,485.00","1,485.00","","0.27%"
"07/21/2022","1,481.00","1,481.00","1,481.00","1,481.00","","0.95%"
"07/20/2022","1,467.00","1,467.00","1,467.00","1,467.00","","1.31%"
"07/19/2022","1,448.00","1,448.00","1,448.00","1,448.00","","2.48%"
"07/18/2022","1,413.00","1,413.00","1,413.00","1,413.00","","3.21%"
"07/15/2022","1,369.00","1,369.00","1,369.00","1,369.00","","0.00%"
"07/14/2022","1,369.00","1,369.00","1,369.00","1,369.00","","-0.65%"
"07/13/2022","1,378.00","1,378.00","1,378.00","1,378.00","","0.36%"
"07/12/2022","1,373.00","1,373.00","1,373.00","1,373.00","","0.73%"
"07/11/2022","1,363.00","1,363.00","1,363.00","1,363.00","","2.25%"
"07/08/2022","1,333.00","1,333.00","1,333.00","1,333.00","","3.65%"
"07/07/2022","1,286.00","1,286.00","1,286.00","1,286.00","","2.06%"
"07/06/2022","1,260.00","1,260.00","1,260.00","1,260.00","","2.77%"
"07/05/2022","1,226.00","1,226.00","1,226.00","1,226.00","","0.33%"
"07/04/2022","1,222.00","1,222.00","1,222.00","1,222.00","","-0.16%"
"07/01/2022","1,224.00","1,224.00","1,224.00","1,224.00","","-0.81%"
"06/30/2022","1,234.00","1,234.00","1,234.00","1,234.00","","0.73%"
"06/29/2022","1,225.00","1,225.00","1,225.00","1,225.00","","1.07%"
"06/28/2022","1,212.00","1,212.00","1,212.00","1,212.00","","-0.25%"
"06/27/2022","1,215.00","1,215.00","1,215.00","1,215.00","","-0.33%"
"06/24/2022","1,219.00","1,219.00","1,219.00","1,219.00","","-0.25%"
"06/23/2022","1,222.00","1,222.00","1,222.00","1,222.00","","0.66%"
"06/22/2022","1,214.00","1,214.00","1,214.00","1,214.00","","0.58%"
"06/21/2022","1,207.00","1,207.00","1,207.00","1,207.00","","0.25%"
"06/20/2022","1,204.00","1,204.00","1,204.00","1,204.00","","-0.08%"
"06/17/2022","1,205.00","1,205.00","1,205.00","1,205.00","","0.50%"
"06/16/2022","1,199.00","1,199.00","1,199.00","1,199.00","","2.65%"
"06/15/2022","1,168.00","1,168.00","1,168.00","1,168.00","","1.83%"
"06/14/2022","1,147.00","1,147.00","1,147.00","1,147.00","","1.33%"
"06/13/2022","1,132.00","1,132.00","1,132.00","1,132.00","","0.53%"
"06/10/2022","1,126.00","1,126.00","1,126.00","1,126.00","","3.02%"
"06/09/2022","1,093.00","1,093.00","1,093.00","1,093.00","","0.28%"
"06/08/2022","1,090.00","1,090.00","1,090.00","1,090.00","","0.09%"
"06/07/2022","1,089.00","1,089.00","1,089.00","1,089.00","","0.09%"
"06/06/2022","1,088.00","1,088.00","1,088.00","1,088.00","","-1.45%"
"06/01/2022","1,104.00","1,104.00","1,104.00","1,104.00","","-1.34%"
"05/31/2022","1,119.00","1,119.00","1,119.00","1,119.00","","-0.18%"
"05/30/2022","1,121.00","1,121.00","1,121.00","1,121.00","","-0.62%"
"05/27/2022","1,128.00","1,128.00","1,128.00","1,128.00","","0.18%"
"05/26/2022","1,126.00","1,126.00","1,126.00","1,126.00","","0.36%"
"05/25/2022","1,122.00","1,122.00","1,122.00","1,122.00","","0.27%"
"05/24/2022","1,119.00","1,119.00","1,119.00","1,119.00","","0.45%"
"05/23/2022","1,114.00","1,114.00","1,114.00","1,114.00","","0.27%"
"05/20/2022","1,111.00","1,111.00","1,111.00","1,111.00","","0.91%"
"05/19/2022","1,101.00","1,101.00","1,101.00","1,101.00","","1.66%"
"05/18/2022","1,083.00","1,083.00","1,083.00","1,083.00","","-2.43%"
"05/17/2022","1,110.00","1,110.00","1,110.00","1,110.00","","-1.33%"
"05/16/2022","1,125.00","1,125.00","1,125.00","1,125.00","","-0.71%"
"05/13/2022","1,133.00","1,133.00","1,133.00","1,133.00","","-0.61%"
"05/12/2022","1,140.00","1,140.00","1,140.00","1,140.00","","-1.30%"
"05/11/2022","1,155.00","1,155.00","1,155.00","1,155.00","","-1.03%"
"05/10/2022","1,167.00","1,167.00","1,167.00","1,167.00","","0.60%"
"05/09/2022","1,160.00","1,160.00","1,160.00","1,160.00","","-0.17%"
"05/06/2022","1,162.00","1,162.00","1,162.00","1,162.00","","-1.69%"
"05/05/2022","1,182.00","1,182.00","1,182.00","1,182.00","","-3.59%"
"05/04/2022","1,226.00","1,226.00","1,226.00","1,226.00","","-0.57%"
"05/03/2022","1,233.00","1,233.00","1,233.00","1,233.00","","-1.60%"
"04/29/2022","1,253.00","1,253.00","1,253.00","1,253.00","","0.64%"
"04/28/2022","1,245.00","1,245.00","1,245.00","1,245.00","","0.89%"
"04/27/2022","1,234.00","1,234.00","1,234.00","1,234.00","","-4.78%"
"04/26/2022","1,296.00","1,296.00","1,296.00","1,296.00","","-6.22%"
"04/25/2022","1,382.00","1,382.00","1,382.00","1,382.00","","-5.67%"
"04/22/2022","1,465.00","1,465.00","1,465.00","1,465.00","","-3.49%"
"04/21/2022","1,518.00","1,518.00","1,518.00","1,518.00","","-4.47%"
"04/20/2022","1,589.00","1,589.00","1,589.00","1,589.00","","-5.42%"
"04/19/2022","1,680.00","1,680.00","1,680.00","1,680.00","","-1.98%"
"04/14/2022","1,714.00","1,714.00","1,714.00","1,714.00","","-0.81%"
"04/13/2022","1,728.00","1,728.00","1,728.00","1,728.00","","-0.92%"
"04/12/2022","1,744.00","1,744.00","1,744.00","1,744.00","","0.81%"
"04/11/2022","1,730.00","1,730.00","1,730.00","1,730.00","","3.16%"
"04/08/2022","1,677.00","1,677.00","1,677.00","1,677.00","","1.45%"
"04/07/2022","1,653.00","1,653.00","1,653.00","1,653.00","","6.85%"
"04/06/2022","1,547.00","1,547.00","1,547.00","1,547.00","","5.31%"
"04/05/2022","1,469.00","1,469.00","1,469.00","1,469.00","","7.30%"
"04/04/2022","1,369.00","1,369.00","1,369.00","1,369.00","","3.63%"
"04/01/2022","1,321.00","1,321.00","1,321.00","1,321.00","","3.28%"
"03/31/2022","1,279.00","1,279.00","1,279.00","1,279.00","","4.58%"
"03/30/2022","1,223.00","1,223.00","1,223.00","1,223.00","","5.16%"
"03/29/2022","1,163.00","1,163.00","1,163.00","1,163.00","","1.93%"
"03/28/2022","1,141.00","1,141.00","1,141.00","1,141.00","","2.61%"
"03/25/2022","1,112.00","1,112.00","1,112.00","1,112.00","","1.74%"
"03/24/2022","1,093.00","1,093.00","1,093.00","1,093.00","","0.00%"
"03/23/2022","1,093.00","1,093.00","1,093.00","1,093.00","","0.09%"
"03/22/2022","1,092.00","1,092.00","1,092.00","1,092.00","","-1.18%"
"03/21/2022","1,105.00","1,105.00","1,105.00","1,105.00","","-1.95%"
"03/18/2022","1,127.00","1,127.00","1,127.00","1,127.00","","-8.00%"
"03/17/2022","1,225.00","1,225.00","1,225.00","1,225.00","","-3.39%"
"03/16/2022","1,268.00","1,268.00","1,268.00","1,268.00","","-0.86%"
"03/15/2022","1,279.00","1,279.00","1,279.00","1,279.00","","-1.39%"
